"","ensembl_gene_id","external_gene_name","Gene_name_canonical","graph_localization_annotation","num_human","num"
"886","ENSMUSG00000020929","Eftud2","EFTUD2","nucleus",1,2
"887","ENSMUSG00000020935","Dcakd","DCAKD","ER",1,1
"888","ENSMUSG00000020936","Nmt1","NMT1","stress_granule",1,1
"889","ENSMUSG00000020946","Gosr2","GOSR2","Golgi",1,1
"890","ENSMUSG00000020949","Fkbp3","FKBP3","stress_granule",1,1
"891","ENSMUSG00000020952","Scfd1","SCFD1","ERGIC",1,1
"892","ENSMUSG00000020954","Strn3","STRN3","ER",1,1
"893","ENSMUSG00000020954","Strn3","STRN3","cytosol",1,1
"894","ENSMUSG00000020954","Strn3","STRN3","unclassified",1,1
"895","ENSMUSG00000020962","Gtf2a1","GTF2A1","cytosol",1,1
"896","ENSMUSG00000020964","Sel1l","SEL1L","ER",1,1
"897","ENSMUSG00000020982","Nemf","NEMF","translation",1,1
"898","ENSMUSG00000020986","Sec23a","SEC23A","Golgi",1,1
"899","ENSMUSG00000020994","Pnn","PNN","nucleus",1,1
"900","ENSMUSG00000021000","Mia2","MIA2","ER",1,3
"901","ENSMUSG00000021003","Galc","GALC","lysosome",1,1
"902","ENSMUSG00000021007","Spata7","SPATA7","nucleus",1,1
"903","ENSMUSG00000021012","Zc3h14","ZC3H14","nucleus",1,2
"904","ENSMUSG00000021018","Polr2h","POLR2H","nucleus",1,1
"905","ENSMUSG00000021024","Psma6","PSMA6","proteasome",1,1
"906","ENSMUSG00000021036","Sptlc2","SPTLC2","ER",1,1
"907","ENSMUSG00000021037","Ahsa1","AHSA1","cytosol",1,1
"908","ENSMUSG00000021038","Vipas39","VIPAS39","cytosol",1,1
"909","ENSMUSG00000021039","Snw1","SNW1","nucleus",1,2
"910","ENSMUSG00000021048","Mthfd1","MTHFD1","stress_granule",1,1
"911","ENSMUSG00000021051","Ppp2r5e","PPP2R5E","cytosol",1,1
"912","ENSMUSG00000021054","Sgpp1","SGPP1","ER",1,1
"913","ENSMUSG00000021069","Pygl","PYGL","cytosol",1,1
"914","ENSMUSG00000021072","Tmx1","TMX1","ER",1,1
"915","ENSMUSG00000021076","Actr10","ACTR10","cytosol",1,1
"916","ENSMUSG00000021094","Dhrs7","DHRS7","ER",1,1
"917","ENSMUSG00000021096","Ppm1a","PPM1A","cytosol",1,1
"918","ENSMUSG00000021102","Glrx5","GLRX5","mitochondrion",1,1
"919","ENSMUSG00000021103","Mnat1","MNAT1","nucleus",1,1
"920","ENSMUSG00000021111","Papola","PAPOLA","unclassified",1,1
"921","ENSMUSG00000021114","Atp6v1d","ATP6V1D","early_endosome",1,1
"922","ENSMUSG00000021115","Vrk1","VRK1","nucleus",1,1
"923","ENSMUSG00000021116","Eif2s1","EIF2S1","translation",1,1
"924","ENSMUSG00000021120","Pigh","PIGH","ER",1,1
"925","ENSMUSG00000021124","Vti1b","VTI1B","early_endosome",1,2
"926","ENSMUSG00000021131","Erh","ERH","nucleus",1,1
"927","ENSMUSG00000021134","Srsf5","SRSF5","nucleus",1,2
"928","ENSMUSG00000021144","Mta1","MTA1","nucleus",1,1
"929","ENSMUSG00000021147","Wdr37","WDR37","14-3-3_scaffold",1,1
"930","ENSMUSG00000021149","Gtpbp4","GTPBP4","nucleolus",1,1
"931","ENSMUSG00000021171","Esyt2","ESYT2","ER",1,1
"932","ENSMUSG00000021178","Psmc1","PSMC1","proteasome",1,1
"933","ENSMUSG00000021180","Rps6ka5","RPS6KA5","cytosol",1,1
"934","ENSMUSG00000021185","Dglucy","DGLUCY","mitochondrion",1,1
"935","ENSMUSG00000021188","Trip11","TRIP11","Golgi",1,1
"936","ENSMUSG00000021189","Atxn3","ATXN3","cytosol",1,1
"937","ENSMUSG00000021190","Lgmn","LGMN","lysosome",1,1
"938","ENSMUSG00000021192","Golga5","GOLGA5","Golgi",1,1
"939","ENSMUSG00000021193","Pitrm1","PITRM1","mitochondrion",1,1
"940","ENSMUSG00000021196","Pfkp","PFKP","cytosol",1,2
"941","ENSMUSG00000021218","Gdi2","GDI2","early_endosome",1,1
"942","ENSMUSG00000021224","Numb","NUMB","plasma_membrane",1,1
"943","ENSMUSG00000021240","Abcd4","ABCD4","ER",1,1
"944","ENSMUSG00000021242","Npc2","NPC2","lysosome",1,1
"945","ENSMUSG00000021244","Ylpm1","YLPM1","nucleus",1,2
"946","ENSMUSG00000021248","Tmed10","TMED10","ERGIC",1,1
"947","ENSMUSG00000021258","Ccnk","CCNK","nucleolus",1,1
"948","ENSMUSG00000021264","Yy1","YY1","nucleus",1,1
"949","ENSMUSG00000021265","Slc25a29","SLC25A29","mitochondrion",1,1
"950","ENSMUSG00000021266","Wars1","WARS1","cytosol",1,1
"951","ENSMUSG00000021270","Hsp90aa1","HSP90AA1","cytosol",1,1
"952","ENSMUSG00000021273","Fdft1","FDFT1","ER",1,1
"953","ENSMUSG00000021279","Cdc42bpb","CDC42BPB","actin_cytoskeleton",1,2
"954","ENSMUSG00000021282","Eif5","EIF5","stress_granule",1,1
"955","ENSMUSG00000021288","Klc1","KLC1","14-3-3_scaffold",1,2
"956","ENSMUSG00000021311","Mtr","MTR","cytosol",1,1
"957","ENSMUSG00000021357","Exoc2","EXOC2","plasma_membrane",1,1
"958","ENSMUSG00000021374","Nup153","NUP153","nucleus",1,1
"959","ENSMUSG00000021377","Dek","DEK","nucleus",1,1
"960","ENSMUSG00000021392","Nol8","NOL8","nucleolus",1,1
"961","ENSMUSG00000021400","Wrnip1","WRNIP1","cytosol",1,1
"962","ENSMUSG00000021408","Ripk1","RIPK1","unclassified",1,1
"963","ENSMUSG00000021413","Prpf4b","PRPF4B","nucleolus",1,1
"964","ENSMUSG00000021427","Ssr1","SSR1","ER",1,1
"965","ENSMUSG00000021428","Riok1","RIOK1","nucleus",1,1
"966","ENSMUSG00000021451","Sema4d","SEMA4D","plasma_membrane",1,1
"967","ENSMUSG00000021457","Syk","SYK","cytosol",1,1
"968","ENSMUSG00000021468","Sptlc1","SPTLC1","ER",1,1
"969","ENSMUSG00000021474","Sfxn1","SFXN1","mitochondrion",1,1
"970","ENSMUSG00000021481","Zfp346","ZNF346","nucleus",1,1
"971","ENSMUSG00000021484","Lman2","LMAN2","ERGIC",1,1
"972","ENSMUSG00000021493","Pdlim7","PDLIM7","plasma_membrane",1,1
"973","ENSMUSG00000021494","Ddx41","DDX41","nucleus",1,2
"974","ENSMUSG00000021497","Txndc15","TXNDC15","ER",1,1
"975","ENSMUSG00000021500","Ddx46","DDX46","nucleus",1,2
"976","ENSMUSG00000021518","Ptdss1","PTDSS1","ER",1,1
"977","ENSMUSG00000021520","Uqcrb","UQCRB","mitochondrion",1,1
"978","ENSMUSG00000021546","Hnrnpk","HNRNPK","nucleus",1,6
"979","ENSMUSG00000021548","Ccnh","CCNH","nucleus",1,1
"980","ENSMUSG00000021549","Rasa1","RASA1","cytosol",1,1
"981","ENSMUSG00000021555","Naa35","NAA35","unclassified",1,1
"982","ENSMUSG00000021556","Golm1","GOLM1","trans-Golgi",1,1
"983","ENSMUSG00000021569","Trip13","TRIP13","cytosol",1,1
"984","ENSMUSG00000021576","Pdcd6","PDCD6","cytosol",1,1
"985","ENSMUSG00000021577","Sdha","SDHA","mitochondrion",1,1
"986","ENSMUSG00000021583","Erap1","ERAP1","ER",1,1
"987","ENSMUSG00000021585","Cast","CAST","cytosol",1,1
"988","ENSMUSG00000021591","Glrx","GLRX","cytosol",1,1
"989","ENSMUSG00000021595","Nsun2","NSUN2","translation",1,1
"990","ENSMUSG00000021608","Lpcat1","LPCAT1","ER",1,1
"991","ENSMUSG00000021610","Clptm1l","CLPTM1L","ER",1,1
"992","ENSMUSG00000021615","Xrcc4","XRCC4","cytosol",1,1
"993","ENSMUSG00000021629","Slc30a5","SLC30A5","Golgi",1,1
"994","ENSMUSG00000021645","Smn1","SMN1","stress_granule",1,1
"995","ENSMUSG00000021660","Btf3","BTF3","stress_granule",1,1
"996","ENSMUSG00000021665","Hexb","HEXB","lysosome",1,1
"997","ENSMUSG00000021666","Gfm2","GFM2","mitochondrion",1,1
"998","ENSMUSG00000021669","Cert1","CERT1","Golgi",1,1
"999","ENSMUSG00000021670","Hmgcr","HMGCR","ER",1,1
"1000","ENSMUSG00000021676","Iqgap2","IQGAP2","plasma_membrane",1,1
"1001","ENSMUSG00000021686","Ap3b1","AP3B1","lysosome",1,1
"1002","ENSMUSG00000021687","Scamp1","SCAMP1","recycling_endosome",1,1
"1003","ENSMUSG00000021690","Jmy","JMY","cytosol",1,1
"1004","ENSMUSG00000021692","Dimt1","DIMT1","nucleolus",1,1
"1005","ENSMUSG00000021693","Kif2a","KIF2A","nucleus",1,2
"1006","ENSMUSG00000021707","Dhfr","DHFR","unclassified",1,1
"1007","ENSMUSG00000021709","Erbin","ERBIN","plasma_membrane",1,1
"1008","ENSMUSG00000021710","Nln","NLN","mitochondrion",1,1
"1009","ENSMUSG00000021711","Trappc13","TRAPPC13","trans-Golgi",1,1
"1010","ENSMUSG00000021715","Cwc27","CWC27","nucleus",1,1
"1011","ENSMUSG00000021716","Srek1ip1","SREK1IP1","nucleus",1,1
"1012","ENSMUSG00000021728","Emb","EMB","plasma_membrane",1,1
"1013","ENSMUSG00000021731","Mrps30","MRPS30","mitochondrion",1,1
"1014","ENSMUSG00000021733","Slc4a7","SLC4A7","plasma_membrane",1,4
"1015","ENSMUSG00000021737","Psmd6","PSMD6","proteasome",1,1
"1016","ENSMUSG00000021748","Pdhb","PDHB","mitochondrion",1,1
"1017","ENSMUSG00000021754","Map3k1","MAP3K1","plasma_membrane",1,1
"1018","ENSMUSG00000021764","Ndufs4","NDUFS4","mitochondrion",1,1
"1019","ENSMUSG00000021771","Vdac2","VDAC2","mitochondrion",1,1
"1020","ENSMUSG00000021773","Comtd1","COMTD1","mitochondrion",1,1
"1021","ENSMUSG00000021774","Ube2e1","UBE2E1","cytosol",1,1
"1022","ENSMUSG00000021785","Ngly1","NGLY1","proteasome",1,1
"1023","ENSMUSG00000021792","Prxl2a","PRXL2A","ER",1,1
"1024","ENSMUSG00000021794","Glud1","GLUD1","mitochondrion",1,1
"1025","ENSMUSG00000021811","Dnajc9","DNAJC9","nucleus",1,1
"1026","ENSMUSG00000021814","Anxa7","ANXA7","cytosol",1,2
"1027","ENSMUSG00000021816","Ppp3cb","PPP3CB","cytosol",1,1
"1028","ENSMUSG00000021819","Zswim8","ZSWIM8","cytosol",1,1
"1029","ENSMUSG00000021820","Camk2g","CAMK2G","plasma_membrane",1,2
"1030","ENSMUSG00000021823","Vcl","VCL","cytosol",1,1
"1031","ENSMUSG00000021824","Ap3m1","AP3M1","lysosome",1,1
"1032","ENSMUSG00000021830","Txndc16","TXNDC16","ER",1,1
"1033","ENSMUSG00000021831","Ero1a","ERO1A","ER",1,2
"1034","ENSMUSG00000021832","Psmc6","PSMC6","proteasome",1,1
"1035","ENSMUSG00000021840","Mapk1ip1l","MAPK1IP1L","cytosol",1,1
"1036","ENSMUSG00000021843","Ktn1","KTN1","ER",1,2
"1037","ENSMUSG00000021866","Anxa11","ANXA11","cytosol",1,1
"1038","ENSMUSG00000021870","Slmap","SLMAP","ER",1,1
"1039","ENSMUSG00000021877","Arf4","ARF4","ERGIC",1,1
"1040","ENSMUSG00000021890","Eaf1","EAF1","unclassified",1,1
"1041","ENSMUSG00000021893","Capn7","CAPN7","cytosol",1,1
"1042","ENSMUSG00000021900","Btd","BTD","ER",1,1
"1043","ENSMUSG00000021906","Oxnad1","OXNAD1","mitochondrion",1,1
"1044","ENSMUSG00000021910","Nisch","NISCH","early_endosome",1,1
"1045","ENSMUSG00000021911","Parg","PARG","unclassified",1,1
"1046","ENSMUSG00000021917","Spcs1","SPCS1","ER",1,2
"1047","ENSMUSG00000021918","Nek4","NEK4","cytosol",1,2
"1048","ENSMUSG00000021929","Kpna3","KPNA3","cytosol",1,1
"1049","ENSMUSG00000021930","Spryd7","SPRYD7","trans-Golgi",1,1
"1050","ENSMUSG00000021932","Rnaseh2b","RNASEH2B","unclassified",1,1
"1051","ENSMUSG00000021936","Mapk8","MAPK8","cytosol",1,1
"1052","ENSMUSG00000021938","Pspc1","PSPC1","nucleus",1,1
"1053","ENSMUSG00000021939","Ctsb","CTSB","lysosome",1,1
"1054","ENSMUSG00000021945","Zmym2","ZMYM2","nucleus",1,1
"1055","ENSMUSG00000021948","Prkcd","PRKCD","plasma_membrane",1,2
"1056","ENSMUSG00000021951","Eef1akmt1","EEF1AKMT1","cytosol",1,1
"1057","ENSMUSG00000021952","Xpo4","XPO4","unclassified",1,1
"1058","ENSMUSG00000021962","Dcp1a","DCP1A","p-body",1,1
"1059","ENSMUSG00000021963","Sap18","SAP18","nucleus",1,1
"1060","ENSMUSG00000021969","Zdhhc20","ZDHHC20","plasma_membrane",1,1
"1061","ENSMUSG00000021975","Ints9","INTS9","nucleus",1,1
"1062","ENSMUSG00000021978","Extl3","EXTL3","Golgi",1,2
"1063","ENSMUSG00000021987","Mtmr6","MTMR6","trans-Golgi",1,1
"1064","ENSMUSG00000021996","Esd","ESD","cytosol",1,2
"1065","ENSMUSG00000022000","Zc3h13","ZC3H13","nucleus",1,1
"1066","ENSMUSG00000022009","Nufip1","NUFIP1","nucleus",1,1
"1067","ENSMUSG00000022016","Akap11","AKAP11","ER",1,1
"1068","ENSMUSG00000022019","Tdrd3","TDRD3","stress_granule",1,1
"1069","ENSMUSG00000022020","Naa16","NAA16","stress_granule",1,1
"1070","ENSMUSG00000022021","Diaph3","DIAPH3","nucleus",1,1
"1071","ENSMUSG00000022023","Wbp4","WBP4","nucleus",1,1
"1072","ENSMUSG00000022024","Sugt1","SUGT1","cytosol",1,2
"1073","ENSMUSG00000022031","Elp3","ELP3","cytosol",1,1
"1074","ENSMUSG00000022033","Pbk","PBK","cytosol",1,1
"1075","ENSMUSG00000022035","Ccdc25","CCDC25","unclassified",1,1
"1076","ENSMUSG00000022048","Dpysl2","DPYSL2","cytosol",1,1
"1077","ENSMUSG00000022052","Ppp2r2a","PPP2R2A","cytosol",1,1
"1078","ENSMUSG00000022064","Pibf1","PIBF1","centrosome",1,1
"1079","ENSMUSG00000022090","Pdlim2","PDLIM2","cytosol",1,1
"1080","ENSMUSG00000022100","Xpo7","XPO7","cytosol",1,3
"1081","ENSMUSG00000022108","Itm2b","ITM2B","plasma_membrane",1,1
"1082","ENSMUSG00000022109","Med4","MED4","centrosome",1,1
"1083","ENSMUSG00000022110","Sucla2","SUCLA2","mitochondrion",1,1
"1084","ENSMUSG00000022111","Uchl3","UCHL3","cytosol",1,1
"1085","ENSMUSG00000022119","Rbm26","RBM26","nucleus",1,2
"1086","ENSMUSG00000022120","Obi1","OBI1","stress_granule",1,1
"1087","ENSMUSG00000022125","Cln5","CLN5","lysosome",1,1
"1088","ENSMUSG00000022136","Dnajc3","DNAJC3","ER",1,1
"1089","ENSMUSG00000022141","Nipbl","NIPBL","nucleus",1,1
"1090","ENSMUSG00000022142","Nup155","NUP155","ER",1,1
"1091","ENSMUSG00000022150","Dab2","DAB2","plasma_membrane",1,1
"1092","ENSMUSG00000022151","Ttc33","TTC33","unclassified",1,1
"1093","ENSMUSG00000022159","Rab2b","RAB2B","trans-Golgi",1,1
"1094","ENSMUSG00000022174","Dad1","DAD1","ER",1,1
"1095","ENSMUSG00000022185","Acin1","ACIN1","nucleus",1,1
"1096","ENSMUSG00000022186","Oxct1","OXCT1","mitochondrion",1,1
"1097","ENSMUSG00000022193","Psmb5","PSMB5","proteasome",1,1
"1098","ENSMUSG00000022194","Pabpn1","PABPN1","nucleus",1,2
"1099","ENSMUSG00000022200","Golph3","GOLPH3","Golgi",1,1
"1100","ENSMUSG00000022201","Zfr","ZFR","nucleus",1,1
"1101","ENSMUSG00000022210","Dhrs4","DHRS4","ER",1,1
"1102","ENSMUSG00000022216","Psme1","PSME1","proteasome",1,1
"1103","ENSMUSG00000022234","Cct5","CCT5","actin_cytoskeleton",1,1
"1104","ENSMUSG00000022246","Rai14","RAI14","plasma_membrane",1,1
"1105","ENSMUSG00000022247","Brix1","BRIX1","nucleolus",1,1
"1106","ENSMUSG00000022253","Nadk2","NADK2","mitochondrion",1,1
"1107","ENSMUSG00000022255","Mtdh","MTDH","ER",1,6
"1108","ENSMUSG00000022263","Trio","TRIO","mitochondrion",1,1
"1109","ENSMUSG00000022270","Retreg1","RETREG1","ER",1,1
"1110","ENSMUSG00000022272","Myo10","MYO10","plasma_membrane",1,1
"1111","ENSMUSG00000022283","Pabpc1","PABPC1","stress_granule",1,1
"1112","ENSMUSG00000022295","Atp6v1c1","ATP6V1C1","early_endosome",1,1
"1113","ENSMUSG00000022300","Dcaf13","DCAF13","nucleolus",1,1
"1114","ENSMUSG00000022307","Oxr1","OXR1","cytosol",1,1
"1115","ENSMUSG00000022312","Eif3h","EIF3H","stress_granule",1,1
"1116","ENSMUSG00000022314","Rad21","RAD21","nucleus",1,1
"1117","ENSMUSG00000022322","Shcbp1","SHCBP1","14-3-3_scaffold",1,1
"1118","ENSMUSG00000022323","Rida","RIDA","mitochondrion",1,1
"1119","ENSMUSG00000022325","Pop1","POP1","nucleolus",1,1
"1120","ENSMUSG00000022329","Stk3","STK3","ER",1,1
"1121","ENSMUSG00000022336","Eif3e","EIF3E","stress_granule",1,1
"1122","ENSMUSG00000022337","Emc2","EMC2","ER",1,1
"1123","ENSMUSG00000022339","Ebag9","EBAG9","Golgi",1,1
"1124","ENSMUSG00000022350","Washc5","WASHC5","early_endosome",1,1
"1125","ENSMUSG00000022351","Sqle","SQLE","ER",1,1
"1126","ENSMUSG00000022364","Tbc1d31","TBC1D31","centrosome",1,1
"1127","ENSMUSG00000022377","Asap1","ASAP1","plasma_membrane",1,1
"1128","ENSMUSG00000022378","Cyrib","CYRIB","cytosol",1,1
"1129","ENSMUSG00000022390","Zc3h7b","ZC3H7B","stress_granule",1,1
"1130","ENSMUSG00000022391","Rangap1","RANGAP1","ER",1,1
"1131","ENSMUSG00000022403","St13","ST13","cytosol",1,1
"1132","ENSMUSG00000022407","Adsl","ADSL","cytosol",1,1
"1133","ENSMUSG00000022412","Mief1","MIEF1","mitochondrion",1,1
"1134","ENSMUSG00000022415","Syngr1","SYNGR1","trans-Golgi",1,2
"1135","ENSMUSG00000022419","Deptor","DEPTOR","unclassified",1,1
"1136","ENSMUSG00000022433","Csnk1e","CSNK1E","unclassified",1,1
"1137","ENSMUSG00000022436","Sh3bp1","SH3BP1","nucleus",1,1
"1138","ENSMUSG00000022437","Samm50","SAMM50","mitochondrion",1,2
"1139","ENSMUSG00000022438","Parvb","PARVB","plasma_membrane",1,1
"1140","ENSMUSG00000022443","Myh9","MYH9","actin_cytoskeleton",1,1
"1141","ENSMUSG00000022451","Twf1","TWF1","actin_cytoskeleton",1,1
"1142","ENSMUSG00000022453","Naga","NAGA","ER",1,1
"1143","ENSMUSG00000022462","Slc38a2","SLC38A2","plasma_membrane",1,1
"1144","ENSMUSG00000022466","Rpap3","RPAP3","stress_granule",1,1
"1145","ENSMUSG00000022471","Xrcc6","XRCC6","nucleus",1,2
"1146","ENSMUSG00000022476","Polr3h","POLR3H","cytosol",1,1
"1147","ENSMUSG00000022477","Aco2","ACO2","mitochondrion",1,2
"1148","ENSMUSG00000022498","Txndc11","TXNDC11","ER",1,1
"1149","ENSMUSG00000022503","Nubp1","NUBP1","cytosol",1,1
"1150","ENSMUSG00000022517","Mgrn1","MGRN1","plasma_membrane",1,1
"1151","ENSMUSG00000022521","Crebbp","CREBBP","nucleus",1,1
"1152","ENSMUSG00000022536","Glyr1","GLYR1","nucleus",1,1
"1153","ENSMUSG00000022538","Lsg1","LSG1","ER",1,1
"1154","ENSMUSG00000022544","Eef2kmt","EEF2KMT","cytosol",1,1
"1155","ENSMUSG00000022551","Cyc1","CYC1","mitochondrion",1,1
"1156","ENSMUSG00000022552","Sharpin","SHARPIN","cytosol",1,1
"1157","ENSMUSG00000022554","Hgh1","HGH1","cytosol",1,1
"1158","ENSMUSG00000022557","Bop1","BOP1","nucleolus",1,1
"1159","ENSMUSG00000022561","Gpaa1","GPAA1","ER",1,1
"1160","ENSMUSG00000022565","Plec","PLEC","actin_cytoskeleton",1,2
"1161","ENSMUSG00000022568","Scrib","SCRIB","plasma_membrane",1,2
"1162","ENSMUSG00000022604","Cep97","CEP97","centrosome",1,1
"1163","ENSMUSG00000022607","Ptk2","PTK2","unclassified",1,4
"1164","ENSMUSG00000022614","Lmf2","LMF2","ER",1,1
"1165","ENSMUSG00000022620","Arsa","ARSA","lysosome",1,1
"1166","ENSMUSG00000022636","Alcam","ALCAM","plasma_membrane",1,1
"1167","ENSMUSG00000022663","Atg3","ATG3","cytosol",1,1
"1168","ENSMUSG00000022673","Mcm4","MCM4","nucleus",1,1
"1169","ENSMUSG00000022674","Ube2v2","UBE2V2","cytosol",1,1
"1170","ENSMUSG00000022680","Pdxdc1","PDXDC1","unclassified",1,1
"1171","ENSMUSG00000022685","Parn","PARN","nucleolus",1,1
"1172","ENSMUSG00000022698","Naa50","NAA50","stress_granule",1,1
"1173","ENSMUSG00000022702","Hira","HIRA","nucleus",1,1
"1174","ENSMUSG00000022707","Gbe1","GBE1","cytosol",1,2
"1175","ENSMUSG00000022710","Usp7","USP7","nucleus",1,2
"1176","ENSMUSG00000022711","Pmm2","PMM2","cytosol",1,1
"1177","ENSMUSG00000022721","Trmt2a","TRMT2A","nucleus",1,2
"1178","ENSMUSG00000022723","Crybg3","CRYBG3","cytosol",1,1
"1179","ENSMUSG00000022724","Riox2","RIOX2","nucleus",1,2
"1180","ENSMUSG00000022749","Tbc1d23","TBC1D23","Golgi",1,2
"1181","ENSMUSG00000022750","Klhl22","KLHL22","cytosol",1,1
"1182","ENSMUSG00000022751","Nit2","NIT2","mitochondrion",1,1
"1183","ENSMUSG00000022765","Snap29","SNAP29","early_endosome",1,1
"1184","ENSMUSG00000022769","Sdf2l1","SDF2L1","ER",1,1
"1185","ENSMUSG00000022770","Dlg1","DLG1","plasma_membrane",1,2
"1186","ENSMUSG00000022771","Ppil2","PPIL2","unclassified",1,1
"1187","ENSMUSG00000022774","Ncbp2","NCBP2","nucleus",1,2
"1188","ENSMUSG00000022779","Top3b","TOP3B","stress_granule",1,1
"1189","ENSMUSG00000022781","Pak2","PAK2","cytosol",1,1
"1190","ENSMUSG00000022789","Dnm1l","DNM1L","cytosol",1,4
"1191","ENSMUSG00000022792","Yars2","YARS2","mitochondrion",1,1
"1192","ENSMUSG00000022797","Tfrc","TFRC","early_endosome",1,1
"1193","ENSMUSG00000022800","Fyttd1","FYTTD1","nucleus",1,1
"1194","ENSMUSG00000022801","Lrch3","LRCH3","ER",1,2
"1195","ENSMUSG00000022807","Osbpl11","OSBPL11","trans-Golgi",1,2
"1196","ENSMUSG00000022808","Snx4","SNX4","trans-Golgi",1,1
"1197","ENSMUSG00000022812","Gsk3b","GSK3B","unclassified",1,1
"1198","ENSMUSG00000022814","Umps","UMPS","cytosol",1,1
"1199","ENSMUSG00000022817","Itgb5","ITGB5","plasma_membrane",1,1
"1200","ENSMUSG00000022827","Rabl3","RABL3","ERGIC",1,1
"1201","ENSMUSG00000022828","Gtf2e1","GTF2E1","unclassified",1,1
"1202","ENSMUSG00000022836","Mylk","MYLK","cytosol",1,1
"1203","ENSMUSG00000022837","Iqcb1","IQCB1","unclassified",1,1
"1204","ENSMUSG00000022841","Ap2m1","AP2M1","plasma_membrane",1,1
"1205","ENSMUSG00000022844","Pdia5","PDIA5","ER",1,1
"1206","ENSMUSG00000022858","Tra2b","TRA2B","nucleus",1,1
"1207","ENSMUSG00000022867","Usp25","USP25","cytosol",1,1
"1208","ENSMUSG00000022881","Rfc4","RFC4","nucleus",1,2
"1209","ENSMUSG00000022884","Eif4a2","EIF4A2","stress_granule",1,1
"1210","ENSMUSG00000022889","Mrpl39","MRPL39","mitochondrion",1,1
"1211","ENSMUSG00000022892","App","APP","early_endosome",1,4
"1212","ENSMUSG00000022897","Dyrk1a","DYRK1A","14-3-3_scaffold",1,1
"1213","ENSMUSG00000022898","Vps26c","VPS26C","early_endosome",1,1
"1214","ENSMUSG00000022905","Kpna1","KPNA1","cytosol",1,1
"1215","ENSMUSG00000022913","Psmg1","PSMG1","proteasome",1,1
"1216","ENSMUSG00000022945","Chaf1b","CHAF1B","nucleus",1,1
"1217","ENSMUSG00000022956","Atp5po","ATP5PO","mitochondrion",1,1
"1218","ENSMUSG00000022957","Itsn1","ITSN1","actin_cytoskeleton",1,1
"1219","ENSMUSG00000022961","Son","SON","nucleus",1,4
"1220","ENSMUSG00000022962","Gart","GART","cytosol",1,1
"1221","ENSMUSG00000022973","Synj1","SYNJ1","actin_cytoskeleton",1,2
"1222","ENSMUSG00000022974","Paxbp1","PAXBP1","nucleus",1,1
"1223","ENSMUSG00000022983","Scaf4","SCAF4","nucleus",1,1
"1224","ENSMUSG00000023004","Tuba1b","TUBA1B","cytosol",1,1
"1225","ENSMUSG00000023015","Racgap1","RACGAP1","14-3-3_scaffold",1,1
"1226","ENSMUSG00000023018","Smarcd1","SMARCD1","nucleus",1,1
"1227","ENSMUSG00000023022","Lima1","LIMA1","actin_cytoskeleton",1,1
"1228","ENSMUSG00000023025","Larp4","LARP4","stress_granule",1,1
"1229","ENSMUSG00000023026","Dip2b","DIP2B","plasma_membrane",1,1
"1230","ENSMUSG00000023055","Calcoco1","CALCOCO1","cytosol",1,1
"1231","ENSMUSG00000023066","Rttn","RTTN","unclassified",1,1
"1232","ENSMUSG00000023068","Nus1","NUS1","ER",1,1
"1233","ENSMUSG00000023088","Abcc1","ABCC1","plasma_membrane",1,1
"1234","ENSMUSG00000023104","Rfc2","RFC2","unclassified",1,1
"1235","ENSMUSG00000023106","Denr","DENR","unclassified",1,1
"1236","ENSMUSG00000023110","Prmt5","PRMT5","cytosol",1,1
"1237","ENSMUSG00000023118","Sympk","SYMPK","nucleus",1,1
"1238","ENSMUSG00000023150","Ivns1abp","IVNS1ABP","cytosol",1,1
"1239","ENSMUSG00000023169","Slc38a1","SLC38A1","plasma_membrane",1,1
"1240","ENSMUSG00000023175","Bsg","BSG","plasma_membrane",1,1
"1241","ENSMUSG00000023191","P3h3","P3H3","ER",1,1
"1242","ENSMUSG00000023262","Acy1","ACY1","cytosol",1,1
"1243","ENSMUSG00000023272","Creld2","CRELD2","ER",1,1
"1244","ENSMUSG00000023277","Twf2","TWF2","actin_cytoskeleton",1,1
"1245","ENSMUSG00000023286","Ube2j2","UBE2J2","ER",1,1
"1246","ENSMUSG00000023345","Poc1a","POC1A","nucleus",1,1
"1247","ENSMUSG00000023353","Agap3","AGAP3","unclassified",1,2
"1248","ENSMUSG00000023452","Pisd","PISD","mitochondrion",1,1
"1249","ENSMUSG00000023456","Tpi1","TPI1","cytosol",1,1
"1250","ENSMUSG00000023460","Rab12","RAB12","plasma_membrane",1,1
"1251","ENSMUSG00000023505","Cdca3","CDCA3","plasma_membrane",1,1
"1252","ENSMUSG00000023723","Mrps23","MRPS23","mitochondrion",1,1
"1253","ENSMUSG00000023827","Agpat4","AGPAT4","ER",1,1
"1254","ENSMUSG00000023830","Igf2r","IGF2R","early_endosome",1,1
"1255","ENSMUSG00000023845","Lnpep","LNPEP","recycling_endosome",1,1
"1256","ENSMUSG00000023852","Chd1","CHD1","nucleus",1,1
"1257","ENSMUSG00000023883","Phf10","PHF10","nucleolus",1,1
"1258","ENSMUSG00000023921","Mmut","MMUT","mitochondrion",1,2
"1259","ENSMUSG00000023923","Tbc1d5","TBC1D5","trans-Golgi",1,2
"1260","ENSMUSG00000023932","Cdc5l","CDC5L","nucleus",1,1
"1261","ENSMUSG00000023939","Mrpl14","MRPL14","mitochondrion",1,1
